timestamp,log_id,confidence,model_name,cpu,detection_boxes,model_processing_time,image_processing_time,absolute_time_from_start,utility
2024-12-02T18:22:27.651403,00,0.00,yolov5m,00.0,0,0.00000,0.0000,0.000,0.000
